question_id,scene_id,image_path,split,question_type,difficulty,visibility,seabed_texture,ood_axis,length_scale,range_setting_m,meters_per_pixel,question,choice_a,choice_b,choice_c,choice_d,answer_label
q_0baa900a2d49c8,scene_0029,images/scene_0029.png,train,burial_compliance,medium,clear,vegetated,in_distribution,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,D
q_05837d8e55dcce,scene_0029,images/scene_0029.png,train,intervention_priority,medium,clear,vegetated,in_distribution,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_f08642de4a0462,scene_0030,images/scene_0030.png,train,exposure_delta_bin,easy,speckled,flat,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,A
q_1c119800a22030,scene_0030,images/scene_0030.png,train,new_risk_sector,easy,speckled,flat,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,B
q_30b403f46e3e1d,scene_0030,images/scene_0030.png,train,new_scar_count,easy,speckled,flat,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,B
q_5eafa16a04403b,scene_0030,images/scene_0030.png,train,new_crossing_threat,easy,speckled,flat,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_345ad7f2abbd26,scene_0030,images/scene_0030.png,train,burial_compliance,easy,speckled,flat,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,C
q_fe6b8533c8e5c8,scene_0030,images/scene_0030.png,train,intervention_priority,easy,speckled,flat,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_d9ad2e6654d25d,scene_0031,images/scene_0031.png,train,exposure_delta_bin,medium,speckled,rocky,mild_speckle,short_range,38.4,0.075,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_877fa570924b23,scene_0031,images/scene_0031.png,train,new_risk_sector,medium,speckled,rocky,mild_speckle,short_range,38.4,0.075,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,C
q_aee2abdd235ead,scene_0031,images/scene_0031.png,train,new_scar_count,medium,speckled,rocky,mild_speckle,short_range,38.4,0.075,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,B
q_ac77dbc5d2d0b4,scene_0031,images/scene_0031.png,train,new_crossing_threat,medium,speckled,rocky,mild_speckle,short_range,38.4,0.075,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_cebc4b4ebf277c,scene_0031,images/scene_0031.png,train,burial_compliance,medium,speckled,rocky,mild_speckle,short_range,38.4,0.075,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_782d3eea94a7c2,scene_0031,images/scene_0031.png,train,intervention_priority,medium,speckled,rocky,mild_speckle,short_range,38.4,0.075,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_a08591679be553,scene_0032,images/scene_0032.png,train,exposure_delta_bin,medium,low_gain,flat,in_distribution,short_range,38.4,0.075,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_3053755ff55743,scene_0032,images/scene_0032.png,train,new_risk_sector,medium,low_gain,flat,in_distribution,short_range,38.4,0.075,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,A
q_6f121eb1744759,scene_0032,images/scene_0032.png,train,new_scar_count,medium,low_gain,flat,in_distribution,short_range,38.4,0.075,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,B
q_1eff36c9e42a4c,scene_0032,images/scene_0032.png,train,new_crossing_threat,medium,low_gain,flat,in_distribution,short_range,38.4,0.075,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_d42f4843a1f944,scene_0032,images/scene_0032.png,train,burial_compliance,medium,low_gain,flat,in_distribution,short_range,38.4,0.075,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_65784214b6e0da,scene_0032,images/scene_0032.png,train,intervention_priority,medium,low_gain,flat,in_distribution,short_range,38.4,0.075,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_d803866000430c,scene_0033,images/scene_0033.png,train,exposure_delta_bin,medium,speckled,rippled,in_distribution,short_range,38.4,0.075,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_8a36c9e2736449,scene_0033,images/scene_0033.png,train,new_risk_sector,medium,speckled,rippled,in_distribution,short_range,38.4,0.075,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,A
q_466e35211b2480,scene_0033,images/scene_0033.png,train,new_scar_count,medium,speckled,rippled,in_distribution,short_range,38.4,0.075,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,B
q_2ef95bd9c03c39,scene_0033,images/scene_0033.png,train,new_crossing_threat,medium,speckled,rippled,in_distribution,short_range,38.4,0.075,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,D
q_045ffdc0ef42f2,scene_0033,images/scene_0033.png,train,burial_compliance,medium,speckled,rippled,in_distribution,short_range,38.4,0.075,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_3dae5fb3e2dd8f,scene_0033,images/scene_0033.png,train,intervention_priority,medium,speckled,rippled,in_distribution,short_range,38.4,0.075,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_a3392658cbcfef,scene_0034,images/scene_0034.png,train,exposure_delta_bin,medium,low_gain,rocky,in_distribution,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,A
q_99bf75d3b6f5f7,scene_0034,images/scene_0034.png,train,new_risk_sector,medium,low_gain,rocky,in_distribution,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,D
q_51fc059c68c45c,scene_0034,images/scene_0034.png,train,new_scar_count,medium,low_gain,rocky,in_distribution,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_0e7b5a10585cc1,scene_0034,images/scene_0034.png,train,new_crossing_threat,medium,low_gain,rocky,in_distribution,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_5b8650a49e0177,scene_0034,images/scene_0034.png,train,burial_compliance,medium,low_gain,rocky,in_distribution,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,A
q_ef4ce229d1f622,scene_0034,images/scene_0034.png,train,intervention_priority,medium,low_gain,rocky,in_distribution,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_385b74d558d488,scene_0035,images/scene_0035.png,train,exposure_delta_bin,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,A
q_8c70c2a0709f86,scene_0035,images/scene_0035.png,train,new_risk_sector,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,D
q_33d9c10e2563f6,scene_0035,images/scene_0035.png,train,new_scar_count,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_7fdcc22e96baa3,scene_0035,images/scene_0035.png,train,new_crossing_threat,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,D
q_6533b36ffd6b40,scene_0035,images/scene_0035.png,train,burial_compliance,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,A
q_9b1c8069223728,scene_0035,images/scene_0035.png,train,intervention_priority,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_b051c70560a81c,scene_0036,images/scene_0036.png,train,exposure_delta_bin,easy,clear,rocky,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_5f53a6dba01246,scene_0036,images/scene_0036.png,train,new_risk_sector,easy,clear,rocky,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,B
q_ab3bb9e6a2590f,scene_0036,images/scene_0036.png,train,new_scar_count,easy,clear,rocky,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_78e57be0c5f033,scene_0036,images/scene_0036.png,train,new_crossing_threat,easy,clear,rocky,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_2e56145fd57afd,scene_0036,images/scene_0036.png,train,burial_compliance,easy,clear,rocky,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_8731134ebeee7a,scene_0036,images/scene_0036.png,train,intervention_priority,easy,clear,rocky,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_5a76b1b989b884,scene_0037,images/scene_0037.png,train,exposure_delta_bin,easy,speckled,rippled,in_distribution,short_range,38.4,0.075,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_e60dfddccf3212,scene_0037,images/scene_0037.png,train,new_risk_sector,easy,speckled,rippled,in_distribution,short_range,38.4,0.075,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,C
q_bd476e41c009ec,scene_0037,images/scene_0037.png,train,new_scar_count,easy,speckled,rippled,in_distribution,short_range,38.4,0.075,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,B
q_4357680ab285eb,scene_0037,images/scene_0037.png,train,new_crossing_threat,easy,speckled,rippled,in_distribution,short_range,38.4,0.075,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,D
q_834adc9cc840db,scene_0037,images/scene_0037.png,train,burial_compliance,easy,speckled,rippled,in_distribution,short_range,38.4,0.075,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_d3fa86c3e9097b,scene_0037,images/scene_0037.png,train,intervention_priority,easy,speckled,rippled,in_distribution,short_range,38.4,0.075,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_e559de01aaf666,scene_0038,images/scene_0038.png,train,exposure_delta_bin,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_2a383131876da5,scene_0038,images/scene_0038.png,train,new_risk_sector,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,C
q_09f074a4a9d31e,scene_0038,images/scene_0038.png,train,new_scar_count,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,B
q_4c506458b71af3,scene_0038,images/scene_0038.png,train,new_crossing_threat,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_bc34808382005d,scene_0038,images/scene_0038.png,train,burial_compliance,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_7ebf628a84b274,scene_0038,images/scene_0038.png,train,intervention_priority,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_6feb3bbd5e0f54,scene_0039,images/scene_0039.png,train,exposure_delta_bin,medium,multipath,vegetated,in_distribution,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_b6f5b99276ffc1,scene_0039,images/scene_0039.png,train,new_risk_sector,medium,multipath,vegetated,in_distribution,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,B
q_4f7a193ec52d69,scene_0039,images/scene_0039.png,train,new_scar_count,medium,multipath,vegetated,in_distribution,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_534c780d907211,scene_0039,images/scene_0039.png,train,new_crossing_threat,medium,multipath,vegetated,in_distribution,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_ec56e40ac94f5c,scene_0039,images/scene_0039.png,train,burial_compliance,medium,multipath,vegetated,in_distribution,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_4bd36cdf0e47b0,scene_0039,images/scene_0039.png,train,intervention_priority,medium,multipath,vegetated,in_distribution,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,B
q_74fec457020b11,scene_0040,images/scene_0040.png,train,exposure_delta_bin,hard,clear,rippled,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_fa4fd06aa39436,scene_0040,images/scene_0040.png,train,new_risk_sector,hard,clear,rippled,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,C
q_b711308b57caf4,scene_0040,images/scene_0040.png,train,new_scar_count,hard,clear,rippled,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_1cf81ba193a7ad,scene_0040,images/scene_0040.png,train,new_crossing_threat,hard,clear,rippled,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_665c2b4d1f8ab6,scene_0040,images/scene_0040.png,train,burial_compliance,hard,clear,rippled,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_92ac22c85ce253,scene_0040,images/scene_0040.png,train,intervention_priority,hard,clear,rippled,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,B
q_e795324046fd40,scene_0041,images/scene_0041.png,train,exposure_delta_bin,hard,speckled,flat,in_distribution,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,A
q_71880c12f4367d,scene_0041,images/scene_0041.png,train,new_risk_sector,hard,speckled,flat,in_distribution,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,D
q_e3ce616920a954,scene_0041,images/scene_0041.png,train,new_scar_count,hard,speckled,flat,in_distribution,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,B
q_d87b0acf89a7d2,scene_0041,images/scene_0041.png,train,new_crossing_threat,hard,speckled,flat,in_distribution,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_c210015fcade5d,scene_0041,images/scene_0041.png,train,burial_compliance,hard,speckled,flat,in_distribution,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,C
q_391eedb170c7fd,scene_0041,images/scene_0041.png,train,intervention_priority,hard,speckled,flat,in_distribution,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,D
q_9b450fb34085fe,scene_0042,images/scene_0042.png,train,exposure_delta_bin,medium,multipath,rocky,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_133e1a8ea12122,scene_0042,images/scene_0042.png,train,new_risk_sector,medium,multipath,rocky,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,B
q_5adaf9dedc8d84,scene_0042,images/scene_0042.png,train,new_scar_count,medium,multipath,rocky,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_3146cff97a23f7,scene_0042,images/scene_0042.png,train,new_crossing_threat,medium,multipath,rocky,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_443498779d53e3,scene_0042,images/scene_0042.png,train,burial_compliance,medium,multipath,rocky,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_dde2799fecfbd4,scene_0042,images/scene_0042.png,train,intervention_priority,medium,multipath,rocky,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_b0af0cbec6c16e,scene_0043,images/scene_0043.png,train,exposure_delta_bin,medium,low_gain,rippled,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_34cd00a0f350c0,scene_0043,images/scene_0043.png,train,new_risk_sector,medium,low_gain,rippled,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,C
q_2334a7458284af,scene_0043,images/scene_0043.png,train,new_scar_count,medium,low_gain,rippled,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_69f6c32e6d4a18,scene_0043,images/scene_0043.png,train,new_crossing_threat,medium,low_gain,rippled,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_69842561a715cd,scene_0043,images/scene_0043.png,train,burial_compliance,medium,low_gain,rippled,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_be250075757a3c,scene_0043,images/scene_0043.png,train,intervention_priority,medium,low_gain,rippled,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,B
q_33efd4f05ab4ca,scene_0044,images/scene_0044.png,train,exposure_delta_bin,medium,speckled,rocky,mild_speckle,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,A
q_3627ad34d93e9c,scene_0044,images/scene_0044.png,train,new_risk_sector,medium,speckled,rocky,mild_speckle,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,B
q_2f986f4f6f2657,scene_0044,images/scene_0044.png,train,new_scar_count,medium,speckled,rocky,mild_speckle,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_6cc2ef85356813,scene_0044,images/scene_0044.png,train,new_crossing_threat,medium,speckled,rocky,mild_speckle,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_808d5fdf3f7eb4,scene_0044,images/scene_0044.png,train,burial_compliance,medium,speckled,rocky,mild_speckle,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_707fa9adec0708,scene_0044,images/scene_0044.png,train,intervention_priority,medium,speckled,rocky,mild_speckle,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,B
q_fe6476efa01700,scene_0045,images/scene_0045.png,train,exposure_delta_bin,easy,clear,flat,in_distribution,medium_range,51.2,0.1,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,A
q_facf4bd20b9685,scene_0045,images/scene_0045.png,train,new_risk_sector,easy,clear,flat,in_distribution,medium_range,51.2,0.1,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,C
q_eea49fcae85c85,scene_0045,images/scene_0045.png,train,new_scar_count,easy,clear,flat,in_distribution,medium_range,51.2,0.1,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,B
q_89f36585b9bd39,scene_0045,images/scene_0045.png,train,new_crossing_threat,easy,clear,flat,in_distribution,medium_range,51.2,0.1,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_70f1ebbacdd360,scene_0045,images/scene_0045.png,train,burial_compliance,easy,clear,flat,in_distribution,medium_range,51.2,0.1,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,C
q_5a390244472f5f,scene_0045,images/scene_0045.png,train,intervention_priority,easy,clear,flat,in_distribution,medium_range,51.2,0.1,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,D
q_a85b954b902d81,scene_0046,images/scene_0046.png,train,exposure_delta_bin,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,B
q_e4be49e990910e,scene_0046,images/scene_0046.png,train,new_risk_sector,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,A
q_f25e580ac604ed,scene_0046,images/scene_0046.png,train,new_scar_count,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,B
q_9f80f3b23a836b,scene_0046,images/scene_0046.png,train,new_crossing_threat,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
q_b3b4d4623f3482,scene_0046,images/scene_0046.png,train,burial_compliance,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,"Based on the post-storm panel and the scale metadata, what is the burial-compliance status?",Within specification,Marginal: monitor closely,Non-compliant exposure,Indeterminate: resurvey needed,B
q_aeed88b9fcf4ee,scene_0046,images/scene_0046.png,train,intervention_priority,easy,clear,rippled,in_distribution,medium_range,64.0,0.125,What is the most appropriate post-storm intervention priority?,No action,Monitor on next survey,Targeted inspection,Immediate reburial work order,C
q_fdabc6579aa622,scene_0047,images/scene_0047.png,train,exposure_delta_bin,easy,clear,flat,in_distribution,short_range,38.4,0.075,"Comparing baseline and post-storm panels, how much new exposed cable is visible?",Stable: no measurable new exposure,Minor: under 18 m of new exposure,Moderate: 18 to 45 m of new exposure,Severe: over 45 m of new exposure,A
q_ec9608af486c4a,scene_0047,images/scene_0047.png,train,new_risk_sector,easy,clear,flat,in_distribution,short_range,38.4,0.075,Which third of the corridor has the largest post-storm increase in exposure risk?,Left third,Middle third,Right third,No meaningful increase,D
q_c6de65aa0818e9,scene_0047,images/scene_0047.png,train,new_scar_count,easy,clear,flat,in_distribution,short_range,38.4,0.075,How many new anchor-drag scars touch the cable in the post-storm panel?,0,1,2,3 or more,A
q_784378dab0aef0,scene_0047,images/scene_0047.png,train,new_crossing_threat,easy,clear,flat,in_distribution,short_range,38.4,0.075,What new crossing threat appears after the storm compared with the baseline panel?,No new crossing threat,Rigid pipeline,Rope or net loop,Boulder or debris pile,A
